43.64, 0.01
43.64, 0.02
43.64, 0.03
43.64, 0.04
43.64, 0.05
43.64, 0.06
43.64, 0.07
43.64, 0.08
43.64, 0.09
43.64, 0.10
43.64, 0.11
43.64, 0.12
43.64, 0.13
43.64, 0.14
44.22, 0.15
44.22, 0.16
44.22, 0.17
44.22, 0.18
44.22, 0.19
44.22, 0.20
44.22, 0.21
44.22, 0.22
44.22, 0.23
44.22, 0.24
44.22, 0.25
44.22, 0.26
44.22, 0.27
44.22, 0.28
46.94, 0.29
46.94, 0.30
46.94, 0.31
46.94, 0.32
46.94, 0.33
46.94, 0.34
46.94, 0.35
46.94, 0.36
46.94, 0.37
46.94, 0.38
46.94, 0.39
46.94, 0.40
46.94, 0.41
46.94, 0.42
47.67, 0.43
47.67, 0.44
47.67, 0.45
47.67, 0.46
47.67, 0.47
47.67, 0.48
47.67, 0.49
47.67, 0.50
47.67, 0.51
47.67, 0.52
47.67, 0.53
47.67, 0.54
47.67, 0.55
47.67, 0.56
47.67, 0.57
54.27, 0.58
54.27, 0.59
54.27, 0.60
54.27, 0.61
54.27, 0.62
54.27, 0.63
54.27, 0.64
54.27, 0.65
54.27, 0.66
54.27, 0.67
54.27, 0.68
54.27, 0.69
54.27, 0.70
54.27, 0.71
56.04, 0.72
56.04, 0.73
56.04, 0.74
56.04, 0.75
56.04, 0.76
56.04, 0.77
56.04, 0.78
56.04, 0.79
56.04, 0.80
56.04, 0.81
56.04, 0.82
56.04, 0.83
56.04, 0.84
56.04, 0.85
57.71, 0.86
57.71, 0.87
57.71, 0.88
57.71, 0.89
57.71, 0.90
57.71, 0.91
57.71, 0.92
57.71, 0.93
57.71, 0.94
57.71, 0.95
57.71, 0.96
57.71, 0.97
57.71, 0.98
57.71, 0.99
57.71, 1.00
