4796.44, 0.01
5602.57, 0.02
7051.85, 0.03
7112.89, 0.04
10361.29, 0.05
11426.17, 0.06
12686.07, 0.07
14882.06, 0.08
16191.84, 0.09
21518.02, 0.10
50935.50, 0.11
109819.13, 0.12
273805.50, 0.13
506231.91, 0.14
663845.81, 0.15
697215.00, 0.16
972936.38, 0.17
1372028.13, 0.18
1863208.50, 0.19
2447082.00, 0.20
3104585.75, 0.21
3785627.75, 0.22
4475555.00, 0.23
5175535.50, 0.24
5862169.50, 0.25
6670553.00, 0.26
7369458.00, 0.27
8136431.50, 0.28
8823766.00, 0.29
9677854.00, 0.30
10412539.00, 0.31
11217690.00, 0.32
11977930.00, 0.33
12721272.00, 0.34
13489650.00, 0.35
14253886.00, 0.36
15145512.00, 0.37
15888869.00, 0.38
16720889.00, 0.39
17533108.00, 0.40
18281512.00, 0.41
19151688.00, 0.42
20005570.00, 0.43
20737642.00, 0.44
21628722.00, 0.45
22355762.00, 0.46
23220316.00, 0.47
24006814.00, 0.48
24771754.00, 0.49
25683286.00, 0.50
26449342.00, 0.51
27209402.00, 0.52
28205926.00, 0.53
29025760.00, 0.54
29779372.00, 0.55
30718152.00, 0.56
31524856.00, 0.57
32223052.00, 0.58
33203048.00, 0.59
33920592.00, 0.60
34705592.00, 0.61
35620508.00, 0.62
36303348.00, 0.63
37212916.00, 0.64
38156648.00, 0.65
38934184.00, 0.66
39715996.00, 0.67
40714760.00, 0.68
41513856.00, 0.69
42333784.00, 0.70
43217472.00, 0.71
44080640.00, 0.72
44820912.00, 0.73
45711172.00, 0.74
46582096.00, 0.75
47388864.00, 0.76
48246340.00, 0.77
49228064.00, 0.78
50036120.00, 0.79
50830432.00, 0.80
51725172.00, 0.81
52661192.00, 0.82
53457444.00, 0.83
54297744.00, 0.84
55206476.00, 0.85
56180280.00, 0.86
56935972.00, 0.87
57721920.00, 0.88
58697528.00, 0.89
59547912.00, 0.90
60433216.00, 0.91
61224440.00, 0.92
62224908.00, 0.93
63101900.00, 0.94
63860680.00, 0.95
64714176.00, 0.96
65708764.00, 0.97
66654960.00, 0.98
67516992.00, 0.99
68302112.00, 1.00
