41228.77, 0.01
41228.77, 0.02
41228.77, 0.03
41228.77, 0.04
41228.77, 0.05
41228.77, 0.06
41228.77, 0.07
41228.77, 0.08
41228.77, 0.09
41228.77, 0.10
41228.77, 0.11
41228.77, 0.12
41228.77, 0.13
41228.77, 0.14
41228.77, 0.15
41228.77, 0.16
41228.77, 0.17
41228.77, 0.18
41228.77, 0.19
41228.77, 0.20
41228.77, 0.21
41228.77, 0.22
41228.77, 0.23
41228.77, 0.24
41228.77, 0.25
41228.77, 0.26
41228.77, 0.27
41228.77, 0.28
41228.77, 0.29
41228.77, 0.30
41228.77, 0.31
41228.77, 0.32
41228.77, 0.33
41228.77, 0.34
41228.77, 0.35
41228.77, 0.36
41228.77, 0.37
41228.77, 0.38
41228.77, 0.39
41228.77, 0.40
41228.77, 0.41
41228.77, 0.42
41228.77, 0.43
41228.77, 0.44
41228.77, 0.45
41228.77, 0.46
41228.77, 0.47
41228.77, 0.48
41228.77, 0.49
41228.77, 0.50
277483.88, 0.51
277483.88, 0.52
277483.88, 0.53
277483.88, 0.54
277483.88, 0.55
277483.88, 0.56
277483.88, 0.57
277483.88, 0.58
277483.88, 0.59
277483.88, 0.60
277483.88, 0.61
277483.88, 0.62
277483.88, 0.63
277483.88, 0.64
277483.88, 0.65
277483.88, 0.66
277483.88, 0.67
277483.88, 0.68
277483.88, 0.69
277483.88, 0.70
277483.88, 0.71
277483.88, 0.72
277483.88, 0.73
277483.88, 0.74
277483.88, 0.75
277483.88, 0.76
277483.88, 0.77
277483.88, 0.78
277483.88, 0.79
277483.88, 0.80
277483.88, 0.81
277483.88, 0.82
277483.88, 0.83
277483.88, 0.84
277483.88, 0.85
277483.88, 0.86
277483.88, 0.87
277483.88, 0.88
277483.88, 0.89
277483.88, 0.90
277483.88, 0.91
277483.88, 0.92
277483.88, 0.93
277483.88, 0.94
277483.88, 0.95
277483.88, 0.96
277483.88, 0.97
277483.88, 0.98
277483.88, 0.99
277483.88, 1.00
